asunto,cuerpo,etiqueta,remitente,tiene_links,errores_gramaticales,todo_mayusculas,solicita_info_personal,clasificacion,feat_tiene_links,feat_errores_gramaticales,feat_todo_mayusculas,feat_solicita_info_personal,feat_cuerpo_len,feat_num_exclam,feat_upper_ratio,feat_num_words_body
"¡Gane un viaje a Hawai!;""¡Felicidades! Ha ganado un viaje a Hawai. Para reclamarlo; ingrese sus datos aquí: [enlace sospechoso]"";spam;premios@ganaviaje.com;True;False;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,2,0.0,0
"Re: Solicitud de vacaciones;""Estimado empleado; su solicitud de vacaciones ha sido aprobada."";ham;vacaciones@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Actualice su contraseña;""Estimado usuario; por favor; actualice su contraseña para mayor seguridad: [enlace sospechoso]"";spam;seguridad@contraseñafalsa.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Oferta especial: 2x1,Aproveche nuestra oferta especial 2x1 en todos nuestros productos. ¡Compre ahora!,spam,ofertas@2x1.com,0,0,0,0,SPAM,0,0,0,0,82,1,0.04477611940298507,11
"Re: Informe mensual;""Estimado jefe; adjunto encontrará el informe mensual."";ham;informes@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Oferta increíble: ¡Gane un millón de dólares!;""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio; haga clic aquí: [enlace sospechoso]"";spam;premios@ofertasespeciales.com;True;False;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,2,0.0,0
"Re: Pedido #12345;""Estimado cliente; su pedido #12345 ha sido enviado."";ham;pedidos@ejemplo.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Su cuenta ha sido comprometida;""Estimado usuario; hemos detectado actividad sospechosa en su cuenta. Por favor; cambie su contraseña inmediatamente: [enlace sospechoso]"";spam;seguridad@cuentafalsa.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Nueva promoción: 50% de descuento,Aproveche nuestra nueva promoción y obtenga un 50% de descuento en todos nuestros productos. ¡Compre ahora!,spam,promociones@descuentos.net,0,0,0,0,SPAM,0,0,0,0,109,1,0.04597701149425287,16
"Re: Reserva de hotel;""Estimado cliente; su reserva de hotel ha sido confirmada."";ham;reservas@hotel.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"¡Gane un auto nuevo!;""¡Felicidades! Ha ganado un auto nuevo. Para reclamarlo; ingrese sus datos aquí: [enlace sospechoso]"";spam;premios@ganeauto.com;True;False;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,2,0.0,0
"Re: Pago recibido;""Estimado cliente; hemos recibido su pago."";ham;pagos@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Oferta irresistible: ¡Viaje gratis!,¡Viaje gratis a cualquier parte del mundo! ¡Reserve ahora!,spam,viajes@ofertasincreibles.com,0,0,0,0,SPAM,0,0,0,0,60,3,0.08333333333333333,9
"Re: Cita con el dentista;""Estimado paciente; le recordamos su cita con el dentista para mañana a las 3:00 PM."";ham;citas@dentista.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Su cuenta ha sido bloqueada;""Estimado usuario; su cuenta ha sido bloqueada debido a actividad sospechosa. Para desbloquearla; haga clic aquí: [enlace sospechoso]"";spam;seguridad@cuentabloqueada.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Oferta flash: 70% de descuento,Aproveche nuestra oferta flash y obtenga un 70% de descuento en todos nuestros productos. ¡Compre ahora!,spam,ofertas@flashdescuentos.com,0,0,0,0,SPAM,0,0,0,0,105,1,0.03571428571428571,16
"Re: Reunión de equipo;""Estimado equipo; la reunión de equipo será mañana a las 10:00 AM."";ham;reuniones@empresa.com;False;False;False;False;Ham",,,,1,1,1,1,HAM,1,1,1,1,0,0,0.0,0
"¡Gane un viaje a Hawai!;""¡Felicidades! Ha ganado un viaje a Hawai. Para reclamarlo; ingrese sus datos aquí: [enlace sospechoso]"";spam;premios@ganaviaje.com;True;False;True;True;Spam",,,,1,1,1,1,HAM,1,1,1,1,0,2,0.0,0
"Re: Informe de ventas;""Estimado jefe; adjunto encontrará el informe de ventas."";ham;informes@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Actualice su contraseña;""Estimado usuario; por favor; actualice su contraseña para mayor seguridad: [enlace sospechoso]"";spam;seguridad@contraseñafalsa.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Oferta especial: 2x1,Aproveche nuestra oferta especial 2x1 en todos nuestros productos. ¡Compre ahora!,spam,ofertas@2x1.com,0,0,0,0,SPAM,0,0,0,0,82,1,0.04477611940298507,11
"Re: Presupuesto para el proyecto;""Estimado cliente; adjunto encontrará el presupuesto para el proyecto."";ham;presupuestos@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Oferta increíble: ¡Gane un millón de dólares!;""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio; haga clic aquí: [enlace sospechoso]"";spam;premios@ofertasespeciales.com;True;False;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,2,0.0,0
"Re: Solicitud de información;""Estimado cliente; gracias por su solicitud de información. Nos pondremos en contacto con usted en breve."";ham;info@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Su cuenta ha sido comprometida;""Estimado usuario; hemos detectado actividad sospechosa en su cuenta. Por favor; cambie su contraseña inmediatamente: [enlace sospechoso]"";spam;seguridad@cuentafalsa.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Nueva promoción: 50% de descuento,Aproveche nuestra nueva promoción y obtenga un 50% de descuento en todos nuestros productos. ¡Compre ahora!,spam,promociones@descuentos.net,0,0,0,0,HAM,0,0,0,0,109,1,0.04597701149425287,16
"Re: Cambio de domicilio;""Estimado cliente; hemos actualizado su domicilio."";ham;clientes@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"¡Gane un auto nuevo!;""¡Felicidades! Ha ganado un auto nuevo. Para reclamarlo; ingrese sus datos aquí: [enlace sospechoso]"";spam;premios@ganeauto.com;True;False;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,2,0.0,0
"Re: Reserva de vuelo;""Estimado cliente; su reserva de vuelo ha sido confirmada."";ham;reservas@aerolinea.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Oferta Increíble: ¡Gane un Millón!;""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio; haga clic aquí: [enlace sospechoso]"";spam;ofertasincreibles@ganamillon.com;True;True;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,2,0.0,0
"Re: Su pedido ha sido enviado;""Estimado cliente; su pedido ha sido enviado y llegará en 2-3 días hábiles. Puede rastrearlo aquí: [enlace legítimo]"";ham;ventas@example.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Actualice su contraseña ahora;""Estimado usuario; por favor actualice su contraseña para mejorar la seguridad de su cuenta. [enlace sospechoso]"";spam;seguridad@actualizatucuenta.net;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Factura Mensual;""Estimado cliente; adjunta encontrará su factura mensual. Por favor; realice el pago antes del día 15."";ham;facturas@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Gane un viaje a Hawaii;""¡Felicitaciones! Ha ganado un viaje a Hawái. Para reclamarlo; proporcione su información personal: [enlace sospechoso]"";spam;viajesgratis@hawai.net;True;True;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,1,0.0,0
Nueva promoción en tu tienda favorita,Aprovecha nuestras increíbles ofertas. ¡Visita nuestra página web!,ham,promociones@tienda.com,0,0,0,0,SPAM,0,0,0,0,69,1,0.08771929824561403,8
"Su cuenta ha sido comprometida;""Estimado usuario; hemos detectado actividad sospechosa en su cuenta. Por favor; cambie su contraseña inmediatamente: [enlace sospechoso]"";spam;seguridad@seguridadcuenta.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Reunión de equipo mañana;""Hola equipo; recordatorio de reunión mañana a las 9am."";ham;jefe@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Oferta limitada: ¡50% de descuento!,Aprovecha nuestro descuento del 50% en todos nuestros productos. ¡Compra ahora!,ham,ofertas@tiendaonline.com,1,1,1,1,SPAM,1,1,1,1,80,2,0.046875,11
GANE UN AUTO NUEVO,¡Felicidades! Ha ganado un auto nuevo. Reclámelo aquí: [enlace sospechoso],spam,ganeauto@autosgratis.com,0,0,0,0,SPAM,0,0,0,0,77,1,0.1,10
"Re: Invitación a evento;""Hola; confirma tu asistencia al evento."";ham;eventos@empresa.com;False;False;False;False;Ham",,,,1,1,1,1,HAM,1,1,1,1,0,0,0.0,0
"Actualice su información;""Estimado cliente; actualice su información personal para evitar problemas con su cuenta. [enlace sospechoso]"";spam;actualizacion@informacion.net;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Problemas con su cuenta;""Estimado usuario; hemos detectado un problema con su cuenta. Por favor; revise los detalles: [enlace sospechoso]"";spam;soporte@cuenta.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Presupuesto aprobado;""Estimado cliente; su presupuesto ha sido aprobado.  Gracias"";ham;contabilidad@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
¡Dinero gratis!,¡Reciba dinero gratis! Haga clic aquí: [enlace sospechoso],spam,dinero@gratis.com,0,0,0,0,SPAM,0,0,0,0,60,2,0.0851063829787234,8
"Re: Cita médica;""Estimado paciente; le recordamos su cita médica mañana a las 10am."";ham;citas@clinica.com;False;False;False;False;Ham",,,,1,1,1,1,HAM,1,1,1,1,0,0,0.0,0
¡Oferta irresistible!,Aproveche nuestra oferta irresistible. [enlace sospechoso],spam,ofertas@irresistible.com,0,0,0,0,SPAM,0,0,0,0,58,1,0.02,6
"Re: Proyecto X;""Hola equipo; avances del proyecto X."";ham;gerente@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Aumente #us ventas,Aprenda a aumentar s#s ventas con nuestra guía gratuita: [enlace sospechoso],spam,ventas@aumentar.net,0,0,0,0,SPAM,0,0,0,0,77,0,0.03225806451612903,11
"Re: Reunión;""Hola; recordatorio de reunión."";ham;reuniones@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
¡Gane un iPhone!,¡Felicitaciones! Ha ganado un iPhone.  Reclámelo aquí: [enlace sospechoso],spam,iphonegratis@ganaiphone.com,1,1,1,1,SPAM,1,1,1,1,77,2,0.11666666666666667,9
"Re: Pedido #12345;""Estimado cliente; su pedido #12345 ha sido enviado."";ham;pedidos@tienda.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
¡Descuento especial!,Aprovecha nuestro descuento especial. ¡Compra ahora!,ham,descuentos@tienda.com,0,0,0,0,SPAM,0,0,0,0,53,2,0.06666666666666667,6
"Su cuenta ha sido bloqueada;""Estimado usuario; su cuenta ha sido bloqueada debido a actividad sospechosa.  [enlace sospechoso]"";spam;seguridad@bloqueado.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Informe semanal;""Hola equipo; adjunto el informe semanal."";ham;informes@empresa.com;False;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
¡Gane un auto!,¡Ha ganado un auto! Reclámelo aquí: [enlace sospechoso],spam,ganeauto@autos.com,0,0,0,0,SPAM,0,0,0,0,58,2,0.11363636363636363,8
"Re: Vacaciones;""Hola; confirmando sus vacaciones."";ham;rrhh@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Oferta limitada: ¡70% de descuento!,Aprovecha nuestro descuento del 70% en todos nuestros productos. ¡Compra ahora!,ham,ofertas@supertienda.com,0,0,0,0,SPAM,0,0,0,0,80,2,0.046875,11
"Su contraseña ha expirado;""Estimado usuario; su contraseña ha expirado.  Por favor; restablézcala aquí: [enlace sospechoso]"";spam;seguridad@contraseña.com;True;False;False;True;Spam",,,,1,1,1,1,HAM,1,1,1,1,0,0,0.0,0
"Re: Proyecto Y;""Hola equipo; actualización del proyecto Y."";ham;gerente@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
¡Gane un viaje a Europa!,¡Felicitaciones! Ha ganado un viaje a Europa. Reclámelo aquí: [enlace sospechoso],spam,viajes@europa.com,0,0,0,0,SPAM,0,0,0,0,84,2,0.10606060606060606,11
"Re: Reunión de ventas;""Hola equipo; recordatorio de la reunión de ventas."";ham;ventas@empresa.com;False;False;False;False;Ham",,,,1,1,1,1,HAM,1,1,1,1,0,0,0.0,0
¡Oferta especial para usted!,Tenemos una oferta especial solo para usted. [enlace sospechoso],spam,ofertas@especial.com,0,0,0,0,SPAM,0,0,0,0,64,1,0.018867924528301886,9
"Re: Informe de progreso;""Estimado jefe; adjunto el informe de progreso."";ham;empleado@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
¡Gane una casa!,¡Felicidades! Ha ganado una casa. Reclámela aquí: [enlace sospechoso],spam,ganacasa@casasgratis.com,0,0,0,0,SPAM,0,0,0,0,72,2,0.10714285714285714,9
"Re: Presentación;""Hola equi#o; les recuerdo la presentación."";ham;presentaciones@empresa.com;False;False;False;False;Ham",No#e,,,1,1,1,1,HAM,1,1,1,1,4,0,0.3333333333333333,1
Oferta flash: ¡50% de descuento!,Aprovecha nuestra oferta flash del 50%. ¡Compra ahora!,ham,ofertas@tiendaonline.com,0,0,0,0,SPAM,0,0,0,0,55,2,0.07142857142857142,8
"Su cuenta ha sido hackeada;""Estimado usuario; su cuenta ha sido hackeada.  Por favor; cambie su contraseña inmediatamente: [enlace sospechoso]"";spam;seguridad@hackeado.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Re: Reunión de proyecto;""Hola equipo; recordatorio de reunión de proyecto."";ham;proyectos@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
¡Gane un crucero!,¡Felicidades! Ha ganado un crucero. Reclámelo aquí: [enlace sospechoso],spam,crucerosgratis@cruceros.com,0,0,0,0,SPAM,0,0,0,0,74,2,0.10344827586206896,9
"Re: Informe financiero;""Estimado jefe; adjunto el informe financiero."";ham;finanzas@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Oferta increíble: ¡80% de descuento!,Aprovecha nuestro increíble descuento del 80%. ¡Compra ahora!,ham,ofertas@megatienda.com,0,0,0,0,SPAM,0,0,0,0,63,2,0.08163265306122448,8
"Su cuenta está en riesgo;""Estimado usuario; su cuenta está en riesgo.  Por favor; verifique su información: [enlace sospechoso]"";spam;seguridad@riesgo.com;True;False;False;True;Spam",,,,1,1,1,1,HAM,1,1,1,1,0,0,0.0,0
"Re: Reunión de equipo;""Hola equipo; nos vemos en la reunión."";ham;equipo@empresa.com;False;False;False;False;Ham",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"¡Gane un millón de dólares!;""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio; proporcione su información personal: [enlace sospechoso]"";spam;ganamillon@millones.com;True;True;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,2,0.0,0
Oferta increíble de vacaciones,¡Reserva ahora tu viaje a Cancún con un 50% de descuento!,spam,ofertasincreibles@ofertasespeciales.com,0,0,0,0,SPAM,0,0,0,0,59,1,0.09302325581395349,11
"Re: Tu pedido ha sido enviado;""Estimado cliente; su pedido ha sido enviado y llegará en 2-3 días hábiles. Puede consultar el estado del envío aquí: [enlace]"";ham;pedidos@ejemplo.com;True;False;False;False;Spam",,,,1,1,1,1,HAM,1,1,1,1,0,0,0.0,0
"Ganaste un premio!;""¡Felicidades! Has ganado un premio de $1;000;000. Haz clic aquí para reclamarlo: [enlace]"";spam;premio1000000@ganaunmillon.com;True;True;True;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,2,0.0,0
"Actualización de seguridad;""Estimado usuario; hemos detectado actividad inusual en su cuenta. Por favor; actualice su contraseña aquí: [enlace]"";spam;seguridad@seguridadcuenta.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
"Tu cuenta ha sido comprometida;""Estimado usuario; hemos detectado actividad sospechosa en su cuenta. Por favor; verifique su información aquí: [enlace]"";spam;seguridad@seguridadcuenta.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Nueva promoción de productos,Aprovecha nuestras nuevas ofertas en productos electrónicos,spam,ofertas@electronicos.com,0,0,0,0,SPAM,0,0,0,0,60,0,0.03773584905660377,7
Re: Tu pedido #12345,Gracias por tu compra. Tu pedido #12345 ha sido enviado. Puedes rastrearlo aqui: [enlace],ham,notificaciones@ejemplo.com,0,0,0,0,SPAM,0,0,0,0,89,0,0.046153846153846156,14
"Oferta limitada de tiempo;""Solo por tiempo limitado; obtén un 75% de descuento en todos nuestros productos. ¡Compra ahora!"";spam;ofertaslimitadas@descuentos.com;True;False;False;False;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,1,0.0,0
INSCRIPCIÓN AL CONCURSO,Inscríbete a nuestro concurso y gana un auto nuevo. ¡Es fácil! ,spam,concursos@ganauto.com,0,0,0,0,SPAM,0,0,0,0,66,1,0.1,11
"Problemas con tu cuenta;""Hemos detectado un problema con tu cuenta. Por favor; inicia sesión para solucionarlo."";spam;soporte@cuentaproblema.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Re: Cita médica,Recuerda tu cita médica para el lunes a las 10:00 am. ,ham,citas@clinica.com,0,0,0,0,HAM,0,0,0,0,55,0,0.05405405405405406,11
Felicidades!! Has ganado un viaje,¡Has ganado un viaje a europa! Reclámalo aquí: [enlace],spam,viajesgratis@europa.com,0,0,0,0,SPAM,0,0,0,0,58,3,0.11627906976744186,9
Solicitud de empleo,Postula a nuestro puesto vacante de Desarrollador de Software. Manda tu CV a [correo],ham,rrhh@empresa.com,0,0,0,0,HAM,0,0,0,0,85,0,0.08695652173913043,14
Aumenta tus ventas,Aumenta tus ventas con nuestra nueva herramienta de marketing,spam,marketing@ventas.com,0,0,0,0,SPAM,0,0,0,0,61,0,0.018867924528301886,9
Recuerda pagar tu factura,Recuerda que tu factura vence mañana. Paga ahora para evitar recargos.,ham,facturacion@empresa.com,1,1,1,1,SPAM,1,1,1,1,71,0,0.05172413793103448,11
Oferta de trabajo,Buscamos programadores con experiencia en Python. ¡Aplica ahora!,ham,empleos@empresa.com,0,0,0,0,HAM,0,0,0,0,65,1,0.07272727272727272,8
Tu paquete ha llegado,Tu paquete ha llegado a la oficina de correos. Recoge tu paquete hoy mismo.,ham,envios@correo.com,0,0,0,0,HAM,0,0,0,0,75,0,0.03333333333333333,14
Gana dinero fácil,Gana dinero fácilmente desde casa. ¡Regístrate ahora!,spam,dinero@facil.com,0,0,0,0,SPAM,0,0,0,0,56,1,0.1111111111111111,7
Re: Reunión de mañana,Recuerda nuestra reunión de mañana a las 9:00 am. Nos vemos allí.,ham,jefe@empresa.com,0,0,0,0,HAM,0,0,0,0,68,0,0.10416666666666667,12
Tu cuenta ha sido bloq#eada,Tu cuenta ha sido bloquead# debido a actividad sospechosa. Inicia sesión para desbloquearla.,spam,seguridad@seguridadcuenta.com,0,0,0,0,SPAM,0,0,0,0,93,0,0.03896103896103896,13
Nueva actualización de software,Hemos lanzado una nueva actualización de software. Descarga la actualización ahora mismo.,ham,soporte@software.com,0,0,0,0,HAM,0,0,0,0,91,0,0.05263157894736842,12
!!!GRAN OFERTA!!!,¡Aprovecha nuestra gran oferta por tiempo limitado! ,spam,ofertas@grandesofertas.com,0,0,0,0,SPAM,0,0,0,0,53,7,0.045454545454545456,7
Re: Proyecto X,Actualización del proyecto X:  [enlace],ham,proyectox@empresa.com,1,1,1,1,SPAM,1,1,1,1,40,0,0.0967741935483871,5
Ahorra dinero,Ahorra dinero con nuestros consejos financieros,spam,ahorro@dinero.com,0,0,0,0,SPAM,0,0,0,0,47,0,0.023809523809523808,6
Tu suscripción ha sido renovada,Tu suscripción a Netflix ha sido renovada exitosamente.,ham,notificaciones@netflix.com,0,0,0,0,HAM,0,0,0,0,56,0,0.06382978723404255,8
¡Gana un iPhone gratis!,¡Participa en nuestro concurso y gana un iPhone gratis!,spam,concursos@iphonegratis.com,0,0,0,0,SPAM,0,0,0,0,56,2,0.06521739130434782,9
Re: Cita dentista,Recuerda tu cita con el dentista mañana a las 3:00 pm.,ham,citas@dentista.com,0,0,0,0,HAM,0,0,0,0,55,0,0.05128205128205128,11
"Problemas con tu pago;""Hemos detectado un problema con tu pago. Por favor; actualiza tu información de pago."";spam;pagos@problemas.com;True;False;False;True;Spam",,,,0,0,0,0,HAM,0,0,0,0,0,0,0.0,0
Oferta irresistible de electrónica,Aprovecha nuestra oferta irresistible de electrónica. ¡Últimas unidades disponibles!,spam,electronica@ofertas.com,0,0,0,0,SPAM,0,0,0,0,87,1,0.05405405405405406,9
Re: Reunión de equipo,La reunión de equipo está programada para mañana a las 11:00 am.,ham,equipo@empresa.com,0,0,0,0,HAM,0,0,0,0,67,0,0.0851063829787234,12
¡Oferta flash de 24 horas!,¡No te pierdas nuestra oferta flash de 24 horas!,spam,ofertasflash@flash.com,0,0,0,0,SPAM,0,0,0,0,49,2,0.05405405405405406,9
Re: Proyecto Alpha,Actualización del proyecto Alpha: [enlace],ham,proyectoalpha@empresa.com,0,0,0,0,SPAM,0,0,0,0,43,0,0.08571428571428572,5
Tu pedido está en camino,Tu pedido está en camino. Puedes seguir su estado aquí: [enlace],ham,envios@tienda.com,0,0,0,0,SPAM,0,0,0,0,66,0,0.08,11
Increíble oferta de viajes,Reserva ahora tu viaje soñado con un gran descuento,spam,viajes@ofertas.com,0,0,0,0,SPAM,0,0,0,0,52,0,0.046511627906976744,9
Re: Presentación del producto,Te recordamos la presentación del nuevo producto mañana a las 2:00 pm. ,ham,marketing@empresa.com,0,0,0,0,HAM,0,0,0,0,73,0,0.05555555555555555,12
Consigue un préstamo fácil,Consigue un préstamo fácil y rápido sin comprobaciones de crédito.,spam,prestamos@rapido.com,0,0,0,0,SPAM,0,0,0,0,70,0,0.08928571428571429,10
